username;fullName;Follower Count;Following Count;Public Email;Engagement Rate oF account;Website in URL;Total Posts;Business Category name;Phone Country Code;Public Phone Number;City;Link to Account;Is Private Account;Is business Account;User Bio;id
duoido;Duoido;3594;1822;estudio@duoido.com;0.4;http://www.duoido.com/;153;Business & Utility Services;;;;https://www.instagram.com/duoido/;;True;Creative studio -  specialising in fashion and lifestyle sectors;207796272
arq_coordinacion.ceramica;𝐀𝐫𝐪. 𝐌𝐢𝐜𝐚𝐞𝐥𝐚 𝐌𝐚𝐫𝐭𝐨𝐫𝐞𝐥𝐥;2772;3853;ventas@coordinacionceramica.com.ar;0.1;https://www.facebook.com/CoordinacionCeramica/photos/?tab=albums&ref=page_internal;195;Business & Utility Services;54;3525642712;;https://www.instagram.com/arq_coordinacion.ceramica/;;True;.  𝒄𝒓𝒆𝒂𝒎𝒐𝒔 𝒂𝒕𝒎𝒐𝒔𝒇𝒆𝒓𝒂𝒔 𝒆𝒔𝒑𝒂𝒄𝒊𝒂𝒍𝒆𝒔 -  𝒂 𝒕𝒖 𝒎𝒆𝒅𝒊𝒅𝒂 🪄 | . | • ᴇsᴛᴜᴅɪᴏ ᴅᴇ ᴀʀᴏ̨ + ᴠᴇɴᴛᴀ ᴅᴇ ᴛᴇʀᴍɪɴᴀᴄɪᴏɴᴇs ᴘᴀʀᴀ ᴛᴜ 🏡• | PRODUCTOS:;13122594544
mg.estudio;Estudio Mg;1389;3593;contacto@arqestudiomg.com;;;31;Business & Utility Services;;;Rosario |  Santa Fe;https://www.instagram.com/mg.estudio/;;True;;7766049787
frato.construcciones;Frato Constructora;1360;3407;frato.construcciones@gmail.com;0.2;http://www.frato.com.ar/;45;Business & Utility Services;54;1151501383;Tigre |  Buenos Aires;https://www.instagram.com/frato.construcciones/;;True;Constructora de alta categoría | NORDELTA - PILAR - ESCOBAR;44835640801
estudioinplace;Inplace Design;1055;830;info@inplace.com.ar;1.2;https://www.behance.net/estudioinplace;61;Business & Utility Services;54;2215316699;;https://www.instagram.com/estudioinplace/;;True;Experiential Design. | Creative studio directed by @nachosbarra @marieladangelo & @cristianbelloro  | US representation luxcreate.com;22476272993
urq.srl;URQ.SRL;949;1016;consultas@urqsrl.com.ar;0.3;;184;Business & Utility Services;54;2974713412;;https://www.instagram.com/urq.srl/;;True;🖱️Estudio de arquitectura | #anteproyecto #proyecto #plano #diseñodeinteriores  | 🏗️Empresa constructora | #obra #diseño #arquitectura #empresaconstructora;17930498401
bortolinmarmoles;bortolin marmoles;927;1031;marmoleria-bortolin@hotmail.com;0.2;http://www.marmolesbortolin.com/;147;Business & Utility Services;54;1147507429;Caseros |  Buenos Aires;https://www.instagram.com/bortolinmarmoles/;;True;Solo fotos de trabajos propios. | Marmoleria. Marmoles -  Granitos -  Silestone -  Neolith -  Dekton. Mesadas -  revestimientos -  pisos -  vanitory | Trabajos a Medida;8883934441
piamagriconsultora;Pia Magri Consultora;924;1033;piacmagri@gmail.com;0.3;;106;Business & Utility Services;54;91160542372;Buenos Aires |  Argentina;https://www.instagram.com/piamagriconsultora/;;True;ESPACIO INTERACTIVO QUE REÚNE  | A LOS MÁXIMOS REFERENTES DEL DISEÑO -  LA ARQUITECTURA Y EL ARTE… | Colaboradora en Ámbito Financiero;45627932674
rubioarq;Rubio Estudio de arquitectura;714;471;julianblond@gmail.com ;0.1;http://www.rubioarquitectura.com.ar/;122;Business & Utility Services;54;1154527771;Buenos Aires |  Argentina;https://www.instagram.com/rubioarq/;;True;@urbanhausdesarrollos | Desarrollos inmobiliarios y Arquitectura;8113614622
estudiomuss;muss estudio;644;2064;mussestudio@gmail.com;0.3;http://www.estudiomuss.com.ar/;9;Business & Utility Services;54;1123899588;Buenos Aires |  Argentina;https://www.instagram.com/estudiomuss/;;True;Estudio de Diseño  | Escribinos a mussestudio@gmail.com | #diseñoindustrial #industrialdesign;7373319286
suisse.smart.home;Internet Of Things SA;576;1058;hola@things.net.ar;0.3;http://www.digitalstrom.com/en/;152;Business & Utility Services;54;91141573988;Buenos Aires |  Argentina;https://www.instagram.com/suisse.smart.home/;;True;Sólida Tecnología Suiza Hogares Inteligentes 🇨🇭 @digitalSTROM Representante exclusivo 🇪🇸🇦🇷🇨🇱🇵🇾🇺🇾 | Sin Interferencia #hormigon | Sin romper ni cablear;5983832732
tarquetcom;© Tarquet;368;2162;alexiauxui@gmail.com;;;96;Business & Utility Services;54;91151436319;;https://www.instagram.com/tarquetcom/;;True;Marketplace de triple impacto. Enfocado en ahorro energético -  socio ambiental y de salud. Vertical Bioarquitectura. Registrado en Inpi. No copiarse.;33132778915
kaele_srl;KAELE SRL;102;142;info@kaelesrl.com;0.8;http://www.kaelesrl.com/;20;Business & Utility Services;54;1126547283;;https://www.instagram.com/kaele_srl/;;True;Empresa desarrolladora - Servicios para telecomunicaciones. | • 📞 11 5356-5231 | • 📩 info@kaelesrl.com;23567621353
carolinabiercamp;BOUTIQUE DE GENEROS Y FIBRAS NATURALES;50337;7310;consultas@carolinabiercamp.com;;https://linktr.ee/CarolinaBiercamp;2610;Creators & Celebrities;54;1136074026;Beccar |  Buenos Aires;https://www.instagram.com/carolinabiercamp/;;True;🌱Tenemos los mejores Géneros del 🌍 | 🌱Natural Lifestyle♻️  | 🌱Tips y estrategias de diseño para que puedas llevar #mystylecarolinabiercamp a tu vida👇;4165239262
casaharoldo;CASA HAROLDO;15188;645;ventas@casaharoldo.com.ar;;http://www.casaharoldo.com.ar/;335;Creators & Celebrities;54;91161576643;;https://www.instagram.com/casaharoldo/;;True;Tienda online de artículos para el hogar y deco. Espejos premium  para baño -  bachas de vidrio -  madera y mármol -  robot limpia piscinas y más...;35348162299
funcadisenodeco;Funca Diseño;11790;2807;funca@outlook.com.ar;;http://www.funca.com.ar/;170;Creators & Celebrities;1;2494584300;;https://www.instagram.com/funcadisenodeco/;;True;Lámparas y muebles a medida -  personalizá tus productos | 📍Showroom en Belgrano con cita previa | 📬 Dirección por inbox.;5425416908
fc_arquitectos;FERMOSELLE CUENYA ARQUITECTOS;10434;3253;arqsfermosellecuenya@gmail.com;0.1;https://www.facebook.com/FCarqs/;359;Creators & Celebrities;54;3815526212;Yerba Buena |  Tucuman;https://www.instagram.com/fc_arquitectos/;;True;@ana.cuenya | @tomasfermo  | . | ARQUITECTURA E INTERIORISMO | Argentina;3140128202
basz.arq;Basz;8478;713;info@basz-arq.com;0.1;http://www.basz-arq.com/;263;Creators & Celebrities;54;91167040467;;https://www.instagram.com/basz.arq/;;True;Arquitectura e Interiorismo | Arq. Rodrigo Battaglia | Arq. Luciana Szechter;33686814070
lavidriera.rc;La Vidriera;8424;3984;lavidrierarc@gmail.com;;;944;Creators & Celebrities;54;3585404725;Río Cuarto;https://www.instagram.com/lavidriera.rc/;;True;v e s t i d o s • j e a n s • r e m e r a s 🤍                                               Lunes a Sábado •   9 a 13 • 17 a 21 • Tarj. 3/6 cuotas  💳;2937259205
verdelejoss;Verde Lejos INDUMENTARIA;8058;6410;verdelejoss@gmail.com;;;1582;Creators & Celebrities;54;1166478213;Buenos Aires |  Argentina;https://www.instagram.com/verdelejoss/;;True;🔴La ropa que te gusta en todos los talles. | 🔴 Sólo online ENVÍOS en CABA y En TODO EL PAÍS 🇦🇷 | 🔴Asesoramiento | #TEQUIEROVERDELEJOS | 🔴whatsapp 1138346646;2130676702
anush.asturi;A N U S H   A S T U R I;7959;3290;anushasturi@gmail.com;0.2;;673;Creators & Celebrities;54;91139055915;;https://www.instagram.com/anush.asturi/;;True;Acá lo que más me gusta ✈️  | Empresaria formando líderes que generan ingresos de manera online 📲 | El equipo: @teamdreambuilders__  | Mamá 🤰+ 👧🏻;548981188
mixturatucuman;MIXTURA tienda de diseño;7883;1029;mixturatucuman@gmail.com;;https://linktr.ee/mixturatucuman;285;Creators & Celebrities;54;3814314710;San Miguel de Tucumán;https://www.instagram.com/mixturatucuman/;;True;•Tienda de diseño• | •Diseño de espacios• | Lun/Vier 9 a 13 . 17 a 21hs | Sáb 9.30 a 13.30hs | #homedecor #mixturadeco #decoracion #decotucuman | Contactos 👇🏼;3444568441
opentek.aberturas;Opentek Aberturas;7695;1732;info@opentek.com.ar;;https://wa.link/rqck92;185;Creators & Celebrities;54;1125247002;;https://www.instagram.com/opentek.aberturas/;;True;- Líderes en la fabricación de aberturas de Aluminio y PVC. | - 20 años de trayectoria | - Especialistas en carpinterías de Alta Performance | CONSULTAS 👇🏼;43533107170
arquiplast;Arquiplast;7513;833;arquiplastmaderas@gmail.com;0.1;http://www.arquiplast.com.ar/;885;Creators & Celebrities;54;91178929999;Buenos Aires |  Argentina;https://www.instagram.com/arquiplast/;;True;▫️ Somos la distribuidora con más variedad de productos en terminación para tus proyectos. | ▫️ Zócalos -  molduras -  pisos -  y más! | 👇🏼TIENDA ONLINE👇🏼;4852860388
jeitinhoestudio;Estudio creativo - Diseño de interiores;6778;2817;hola@jeitinho.com.ar;0.2;http://wa.me/542216816868;199;Creators & Celebrities;54;2216816868;La Plata |  Buenos Aires;https://www.instagram.com/jeitinhoestudio/;;True;👷🏻‍♀️👷🏻‍♀️Arquitecta y Diseñadora Indsutrial | >Creamos espacios  | >Remodelaciones - diseños comerciales e interiorismos on line | ✉️hola@jeitinho.com.ar;6737442214
crianza_y_familia;Claudia Imventarza;5651;1276;crianza.sentido@gmail.com;0.1;http://www.crianzayfamilia.com.ar/;372;Creators & Celebrities;;;;https://www.instagram.com/crianza_y_familia/;;True;▪️ Asesoramiento individual/parejas -  grupos y charlas | 🤍 Para sostenerte con reflexión y plan de acción para que tu crianza sea una CRIANZA CON SENTIDO;3124836189
d.u.diseno.urbano;ABERTURAS & HERRERÍA;4643;7353;pablo.a.montenegro@hotmail.com;;;564;Creators & Celebrities;54;1133575260;San Justo |  Buenos Aires;https://www.instagram.com/d.u.diseno.urbano/;;True;🏗  SERVICIOS:  | ◾Aberturas de Aluminio de Alta Prestación  | ◾Herrería Premium | 💻 CONTACTANOS: |  📲 11 3357 5260  |  📧 pablo.a.montenegro@hotmail.com;31532499951
somoslenzi;LENZI;4299;2902;info@marmolerialenzi.com.ar;0.1;http://marmolerialenzi.com.ar/;568;Creators & Celebrities;54;3364273353;San Nicolás de los Arroyos |  Buenos Aires;https://www.instagram.com/somoslenzi/;;True;Consultas y presupuestos vía WhatsApp. | 📍Venecia 719 - Villa Constitución | 📲 +54 9 3364 63-4615 | 📍Av. Alberdi 468 - San Nicolás | 📲 +54 9 3364 38-9008;8671179825
mf_sale;MFSALE;4095;1552;info@mfsale.com.ar;;http://www.mfsale.com.ar/;224;Creators & Celebrities;54;1163360000;Buenos Aires |  Argentina;https://www.instagram.com/mf_sale/;;True;• TU CASA DE ILUMINACIÓN • | 📩 info@mfsale.com.ar | 📱 Whatsapp 11 3663 0000 | Shop online ⬇️ - Envíos a todo el país!;27696010264
alehermo_;ᴀʟᴇ ʜᴍ;4033;7505;alejandrahernandezmollison@gmail.com;0.7;;2076;Creators & Celebrities;54;1137612194;;https://www.instagram.com/alehermo_/;;True;🌻 Visual diary | - 〰️ • | ✎  @alehermo__  𝐼𝑙𝑢𝑠𝑡𝑟𝑎𝑑𝑜𝑟𝑎 | ☞. @furiaestudio_  𝐷𝑖𝑠𝑒𝑛̃𝑜 | - 〰️ • | 𓂻 𝑊ℎ𝑒𝑟𝑒 𝑡ℎ𝑒 𝑐𝑟𝑒𝑎𝑡𝑖𝑣𝑒 𝑗𝑢𝑖𝑐𝑒𝑠 𝑓𝑙𝑜𝑤 @esporadica__  | 𝙵𝚒𝚕𝚖 @lacoolmenaa;378721343
ceciliarabaudi;Arte en venta;3254;5119;tallerdearterabaudi@gmail.com;0.1;https://ceciliarabaudi.wixsite.com/ceciliarabaudiart;2393;Creators & Celebrities;;;;https://www.instagram.com/ceciliarabaudi/;;True;➪ 𝐴𝑅𝑇𝐼𝑆𝑇𝐴 𝑉𝐼𝑆𝑈𝐴𝐿 |  ☆La daмa del color | 🐃La chica del Toro |  𖦹 Tallereѕ de Arte  |  𖦹 Venтa de oвraѕ orιgιnaleѕ |  𖦹 Arт ғor тoυrιѕтѕ;5533556661
byeurope;ByEurope ARG y URU;3083;4371;marketing@byeurope.design;;http://www.byeurope.design/;790;Creators & Celebrities;54;91154003901;Buenos Aires |  Argentina;https://www.instagram.com/byeurope/;;True;;24846827096
fabriciosimoncini;Fabricio Simoncini;2859;5090;fabriciosimoncini@hotmail.com.ar;0.1;;746;Creators & Celebrities;54;3735479222;Hermoso Campo;https://www.instagram.com/fabriciosimoncini/;;True;Arquitecto. Socio en @estudiossarquitectura  | Emprendedor. Socio en @fyfcombustibles  | Presidente @ccip.hsocampo;2257813513
lt_tupperwarepilar;Soy Luz Torres;2788;7500;luz_torres08@hotmail.com;;https://wa.me/message/WGWJ546Y454GL1;266;Creators & Celebrities;54;1165691912;;https://www.instagram.com/lt_tupperwarepilar/;;True;Venta de Productos Tupperware  | Te dejo mi contacto 👇;38951487070
ledlightiluminacion;Iluminacion LED ~ Te ayudamos a innovar con iluminación a LED;2620;417;info@ledlightiluminacion.com.ar;;http://www.ledlightiluminacion.com.ar/;214;Creators & Celebrities;54;91155246179;Olivos |  Buenos Aires;https://www.instagram.com/ledlightiluminacion/;;True;⚪ Somos  pioneros en Iluminación a  LED. ⚪ Asesoramiento Personalizado. | ⚪WhatsApp 📲 5491155246179 | ⚪ Venta Mayorista/Minorista ~Envíos a todo el país 📦;6272078264
ateliermop;MONTES DE OCA | PITA;2566;2001;ateliermop@gmail.com;;;742;Creators & Celebrities;54;91167552605;Buenos Aires |  Argentina;https://www.instagram.com/ateliermop/;;True;Juan Montes de Oca | Hernan Pita.  | Arquitectura -  interiorismo y equipamiento. | Architecture & interior design studio  -  Argentina  | Contact: DM;4186091964
alamartiendaestudio;Interiores y muebles a medida;2565;1801;alamartiendaestudio@gmail.com;0.1;;385;Creators & Celebrities;54;91162007321;Comodoro Rivadavia;https://www.instagram.com/alamartiendaestudio/;;True;✍🏻 Diseña tus espacios de la mano de nuestro grupo de profesionales arquitectos y diseñadoras de interiores.  | 🛋Muebles a medida -  deco e iluminación .;5723690564
landaboure.estudio;Estudio Eugenia Landaboure;2424;1016;estudioeugenialandaboure@gmail.com;0.2;https://linktr.ee/landaboure;345;Creators & Celebrities;54;91166027219;;https://www.instagram.com/landaboure.estudio/;;True;▫️Arquitectura Interior.Casa FOA | ◽️Reformas . Obra. Casas. | ◽️Especialista en  optimización: Locales comerciales Gastronomia-oficinas;4549269454
gabysalamaok;Diseño de Interiores;2403;4647;gabysalama@gmail.com;0.1;;728;Creators & Celebrities;54;1169244526;;https://www.instagram.com/gabysalamaok/;;True;•| Diseñadora de interiores.                      | •|+5491169244526 /+5491130912400 | •| Raanana -  Israel •| Buenos Aires -  Argentina •|Miami -  EEUU •;6057658012
mona.loca.tienda;Mona Loca;2158;2339;monalocavinilos@gmail.com;;https://monaloca.com.ar/;948;Creators & Celebrities;54;93754406994;Leandro N. Alem |  Misiones;https://www.instagram.com/mona.loca.tienda/;;True;🖤 | Objetos originales para regalar y regalarte! | 🖤 | Urquiza 901 - Local 3 | 🖤 | Lun a Vier de 9 a 12 - 16:30 a 20:30hs Sáb de 9 a 12 | 📱 Tienda online 👇;4958267117
havwoods.ar;Havwoods Argentina;2137;5223;info@byeurope.design;;http://www.havwoods.com/;556;Creators & Celebrities;54;91154003901;Buenos Aires |  Argentina;https://www.instagram.com/havwoods.ar/;;True;Partner Oficial Iberoamérica. El mejor piso de madera del mundo.  🇬🇧Encontralos en @byeuropeargentina WhatsApp +54 9 11 3311-8892 🇦🇷;6327363145
carpinteriayrouteados;Carpinteria Routeados;2044;2272;routeadosoeste@gmail.com;;;162;Creators & Celebrities;1;5446500336;Villa Luzuriaga |  Buenos Aires |  Argentina;https://www.instagram.com/carpinteriayrouteados/;;True;* Fabricación de muebles a medida | * Servicio de ROUTEADO CNC Al gremio  | * Servicio de corte y grabado laser | *Seccionado de placas  | *Pegado de cantos;3961265472
egoconcepthome;ego concept home;2006;7502;mariabelen91u@hotmail.com;0.2;;91;Creators & Celebrities;54;92215763019;;https://www.instagram.com/egoconcepthome/;;True;Psicóloga de alma y apasionada de los espacios interiores.Siempre a mil pero buscando tiempo para compartir con mis afectos. Mamá orgullosa de Felusa;1642112168
tajo.sip;Tajo Martinez;2000;3261;tajolo@gmail.com;0.4;;41;Creators & Celebrities;54;2984500536;General Roca |  Rio Negro;https://www.instagram.com/tajo.sip/;;True;Venta de paneles SIP. | 📞 2984 500 536;3051961857
barbarapazartetextil;Bárbara Paz;1978;4069;barbarapazartetextil@gmail.com;0.3;https://www.joyeros-argentinos.com.ar/artistas/barbara-paz/;338;Creators & Celebrities;54;91155150367;;https://www.instagram.com/barbarapazartetextil/;;True;Soy artífice de todo el proceso -  desde la cría del gusano de seda hasta el diseño final de cada pieza.;4172659410
herreria_barrufaldi;Herreria Barrufaldi HB;1954;4117;luisbarrufaldi17@gmail.com;;https://wa.link/lq9u7h;99;Creators & Celebrities;54;1139491317;;https://www.instagram.com/herreria_barrufaldi/;;True;🛠️Ofrecemos todo tipo de trabajos en hierro. |  📍San Miguel | 📱WSP👇🏻;3584045409
espejoslosandes;Vidrios y Espejos Los Andes;1949;1299;losandesespejos@gmail.com;0.1;https://linktr.ee/vidriosyespejoslosandes;148;Creators & Celebrities;54;1154651021;Villa Crespo |  Distrito Federal |  Argentina;https://www.instagram.com/espejoslosandes/;;True;📍Somos fabricantes. Envios a todo el país. | 📦Venta por mayor y menor. | Whatsapp y catálogo 👇🏻;52565053039
richardindustrialwork;Parrillas a medida.;1923;1022;ventas@richard.com.ar;0.2;https://issuu.com/tyaediciones/docs/revista_casa_country_137/27;130;Creators & Celebrities;54;1133548091;San Martín |  Buenos Aires;https://www.instagram.com/richardindustrialwork/;;True;Lo mejor para el mejor Asado del mundo. | Conductos -  campanas  -  emparrilados -  cerramientos a medida.  | INDUSTRIA ARGENTINA 🇦🇷 | ENVÍOS A TODO EL PAÍS 🚛;6071601739
tu_muelle;Tu Muelle;1597;6330;tumuelle2022@gmail.com;0.1;;69;Creators & Celebrities;54;1162036988;El Talar |  Buenos Aires |  Argentina;https://www.instagram.com/tu_muelle/;;True;Nos dedicamos hacer carpinteria en general:MUELLE - ESTACADO - PERGOLA - TEJIDOS ENTRE OTROS PEDI TU PRESUPUESTO  | 🤳Whatsapp:1162036988 | 📍En toda la provincia;51276705647
exodosstudio;Exodos Imagen;1594;1649;nicetomeetyou@exodos-imagen.com;0.2;https://exodos-imagen.com/;243;Creators & Celebrities;1;6572220666;Buenos Aires |  Argentina;https://www.instagram.com/exodosstudio/;;True;High-end #ArchitecturalVisualization Studio  | Est. 2008 |  | future #architecture | | #Stills | #360 | #VR | #Animations | #Renders;4399996266
florenciabolo;Maria Florencia Bolo;1505;3034;florbolo@yahoo.com.ar;1;;176;Creators & Celebrities;54;1157038488;;https://www.instagram.com/florenciabolo/;;True;Soy Flor Bolo! Te puedo ayudar a diseñar espacios soñados! Cualquier cosa consúltame! 🌿;1733515083
garciamasanti;GMSA;1440;3542;garciamasanti@gmail.com;0.2;;239;Creators & Celebrities;54;1140356000;;https://www.instagram.com/garciamasanti/;;True;Gonzalo J. Garcia / Elina Masanti / Florencia Plans Vidal | Arquitectos;7578814203
espacio_under_pilates;Martu Borovina;1303;7503;espaciounder@yahoo.com.ar;0.3;;158;Creators & Celebrities;54;1153498751;San Isidro |  Buenos Aires;https://www.instagram.com/espacio_under_pilates/;;True;;2048096826
sofia.spinnato;Sofia Spinnato;1256;1418;spinnatosofia@gmail.com;0.9;;67;Creators & Celebrities;;;;https://www.instagram.com/sofia.spinnato/;;True;Buenos Aires -  Argentina;207838806
jesicagroh1;Jesica Groh;1201;1407;jesicagroh@hotmail.com;0.8;;119;Creators & Celebrities;54;3471561892;Las Parejas |  Santa Fe;https://www.instagram.com/jesicagroh1/;;True;✨Asesoramiento Integral en 🏠Arquitectura -  📐Planeamiento -  💡Diseño y  🌱Paisajismo 🌳🌴 Ideas e Inspiración ✨;1406222884
aserraderodelsur;Aserradero del Sur SA;1078;248;ventas@aserraderodelsur.com.ar;0.1;http://www.aserraderodelsur.com.ar/;257;Creators & Celebrities;54;3584881438;Elena |  Cordoba |  Argentina;https://www.instagram.com/aserraderodelsur/;;True;Somos una empresa familiar que se dedica desde hace más de 20 años a la manufacturacion de madera. Tenemos un fuerte compromiso social y ambiental.;8733303240
romaarqarg;RomA ARQUITECTOS;1077;2063;romerolucila@fibertel.com.ar;0.1;;588;Creators & Celebrities;54;1167145757;;https://www.instagram.com/romaarqarg/;;True;Roma Arqtos  | Nos dedicamos a construir obras civiles e industriales.🏭🏢🕍 | 📷 romero_lucila_79 | 📩romerolucila@fibertel.com.ar;2108738759
aeroplast_soportes;AEROPLAST 🇦🇷  👷‍♂️🚧 🏠 🏗️;1046;2240;raeroplast@hotmail.com;0.1;https://linktr.ee/aeroplast;66;Creators & Celebrities;54;1145229664;Parque Chas |  Distrito Federal |  Argentina;https://www.instagram.com/aeroplast_soportes/;;True;SOPORTES PARA BALDOSONES  | SOPORTES PARA DECKS | SOPORTES PARA CHAPAS | Eficaz - Rapido  - Armado en seco - Sin herramientas | ⏰L - v 9:30 a 16 hs | 📞4522-9664;10242169093
sarayabra;Sara Yabra;1006;3773;SRY3Dplans@gmail.com;0.9;http://www.sry3d.com/;158;Creators & Celebrities;1;3478569953;;https://www.instagram.com/sarayabra/;;True;Interior Designer | We do Interior/Exterior  | Plans -  Renderings and Specbook. | Please email us for any inquiry. | SRY3Dplans@gmail.com;3640388509
arqbypaz;arq|bypaz;922;1873;arqbypaz@gmail.com;0.2;https://www.linkedin.com/in/facundo-paz-76787514a;51;Creators & Celebrities;54;1159551196;Lomas de Zamora |  Buenos Aires;https://www.instagram.com/arqbypaz/;;True;arquitectura | diseño | equipamiento interior | Arq. Facundo Paz  | ∆ Proyecto  | ∆ Dirección de obra  | ∆ Construcción  | ∆ Asesoría Online;48805571833
dipaulavazquez;Paula Peña Vazquez  • Diseño de Interiores;914;333;dipaulavazquez@gmail.com;0.1;https://walink.co/5b6519;78;Creators & Celebrities;54;1130543274;;https://www.instagram.com/dipaulavazquez/;;True;Proyectos integrales de diseño | Reformas | https://dipaulavazquez.wixsite.com/paulapenavazquez;28144017175
kuu.concept;KúuConcept | Diseño interior;806;481;info.kuuconcept@gmail.com;0.5;https://linktr.ee/KuuConcept;50;Creators & Celebrities;;;;https://www.instagram.com/kuu.concept/;;True;Asesorías | Proyectos | Obras | 👋🏻 Barbi y Dani | 🇦🇷 Argentina;45891548029
sofia_panero_arq;[ SOFIA PANERO ];765;1494;sofi10_11@hotmail.com;0.1;http://www.sofiapanero.com/;14;Creators & Celebrities;54;93512314384;;https://www.instagram.com/sofia_panero_arq/;;True;Te ayudo a lograr que tu hogar sea tu refugio de calma -  con diseños basados en el orden y la simplicidad y al alcance de tu bolsillo.;43173289022
tapicerialaportena;Tapicería La Porteña;741;1854;Contacto@tapicerialaportena.com;;;130;Creators & Celebrities;;;;https://www.instagram.com/tapicerialaportena/;;True;📱 WhatsApp +54 9 11 2633-2532 | 📥 Contacto@tapicerialaportena.com | 🚐 Entregas a Domicilio | ➢ Servicios de Tapicería: | ★ Butacas | ★ Sillas | ★ Sillones;7859335866
gabig.studio;Arquitecta Gabriela Monté;656;724;gabrielamonte@yahoo.com;0.6;;201;Creators & Celebrities;;;;https://www.instagram.com/gabig.studio/;;True;▫️Arquitectura y muebles a medida  | ▫️Interiorismo y decoración | ▫️Obras y reformas | 📨  Contactanos por inbox;40460815651
